Month,Outlier_Type,Box_Index,Box_Time,SW_Corner_X,SW_Corner_Y,Value
3,Variance,5367,2022-03-25 11:09:08,359050,824050,2.9635944758706834
3,Variance,5619,2022-03-24 11:15:53,297050,680050,6.417612428260052
3,Variance,5695,2018-03-30 11:09:12,359050,661050,3.30103468178267
3,Variance,5769,2022-03-08 11:15:57,379050,664050,3.778209680517498
3,Variance,5810,2017-03-27 11:09:44,334050,418050,10.992362543846513
3,Variance,5811,2017-03-27 11:09:44,335050,442050,3.2550501905428284
3,Variance,6147,2022-03-22 11:28:39,55050,501050,4.5641243512272345
3,Variance,6229,2022-03-25 11:09:32,377050,635050,3.7557602397096788
3,Variance,6551,2021-03-31 11:03:44,483050,414050,7.689651372711564
3,Variance,6552,2021-03-31 11:03:44,492050,438050,4.426730349707103
3,Variance,6562,2022-03-18 11:03:51,498050,421050,2.932419281319148
3,Variance,6765,2022-03-28 10:51:56,589050,263050,4.2583036289517215
3,Variance,7027,2015-03-22 11:10:05,279050,364050,3.51749826889181
3,Variance,8246,2022-03-28 10:52:20,538050,236050,3.931022893911296
4,RMSE,24,2015-04-05 11:20:41,229050,854050,5.411107297687177
4,RMSE,316,2017-04-30 10:57:04,497050,454050,6.738865163856135
4,RMSE,584,2018-04-15 11:08:39,404050,864050,5.335450445277267
4,RMSE,925,2013-04-12 10:53:46,511050,294050,24.25058093053258
4,RMSE,1087,2021-04-18 10:51:39,519050,294050,4.657462605262805
4,RMSE,1089,2021-04-18 10:51:39,519050,304050,4.634550283686319
4,RMSE,1851,2015-04-05 11:21:04,335050,834050,4.558529788386936
4,RMSE,2463,2019-04-20 10:57:36,551050,294050,4.671363984879653
4,RMSE,2464,2019-04-20 10:57:36,566050,294050,5.026948029482354
4,RMSE,2467,2019-04-20 10:57:36,569050,304050,5.128450123414957
4,RMSE,2468,2019-04-20 10:57:36,570050,314050,6.078521128679367
4,RMSE,2471,2019-04-20 10:57:36,574050,324050,5.823817278111691
4,RMSE,2583,2021-04-18 10:51:39,569050,313050,5.599994869197635
4,RMSE,2642,2022-04-21 10:51:48,557050,324050,4.783196027643006
4,RMSE,2730,2015-04-23 11:09:05,337050,678050,6.621951152478201
4,RMSE,2814,2021-04-23 11:09:21,326050,677050,6.457460117975125
4,RMSE,2995,2019-04-18 11:09:10,419050,549050,4.587873016976567
4,RMSE,3117,2022-04-10 11:09:33,406050,535050,9.97721270773166
4,RMSE,3142,2015-04-23 11:09:29,319050,384050,4.593338630590208
4,RMSE,3192,2021-04-23 11:09:45,336050,385050,4.8843375041481885
4,RMSE,3193,2021-04-23 11:09:45,319050,392050,7.0475672737833115
4,RMSE,3194,2021-04-23 11:09:45,319050,402050,6.86409138013819
4,RMSE,4135,2016-04-11 10:57:47,481050,377050,7.683411242151225
4,RMSE,4136,2016-04-11 10:57:47,479050,387050,6.283267176679627
4,RMSE,4137,2016-04-11 10:57:47,481050,399050,6.9027324598417446
4,RMSE,4224,2019-04-20 10:57:36,489050,394050,4.470606740684162
4,RMSE,4791,2015-04-05 11:21:04,229050,820050,5.612549818921442
4,RMSE,5272,2019-04-09 11:15:01,373050,831050,5.038399546971959
4,RMSE,5275,2019-04-09 11:15:01,377050,841050,4.75651187350202
4,RMSE,5697,2018-04-15 11:09:03,377050,672050,5.8923534011654555
4,RMSE,5753,2021-04-23 11:09:21,372050,676050,4.982067925447594
4,RMSE,5831,2021-04-23 11:09:45,324050,424050,6.888730022824964
4,RMSE,5832,2021-04-23 11:09:45,324050,441050,5.468073765776766
4,RMSE,6215,2021-04-23 11:09:21,371050,614050,4.425667314225906
4,RMSE,6489,2016-04-11 10:57:23,479050,426050,5.2118015078750055
4,RMSE,6519,2019-04-20 10:57:12,479050,431050,4.533976716724812
4,RMSE,6521,2019-04-20 10:57:12,499050,439050,4.538901434217514
4,RMSE,7069,2021-04-23 11:10:09,285050,354050,5.010877076953936
4,RMSE,7070,2021-04-23 11:10:09,277050,364050,6.053586767425396
4,Bias,24,2015-04-05 11:20:41,229050,854050,-4.99696391189309
4,Bias,94,2020-04-25 11:27:00,229050,864050,-3.187184103128061
4,Bias,238,2019-04-11 11:03:50,319050,353050,3.4284789039122074
4,Bias,316,2017-04-30 10:57:04,497050,454050,6.319678696308756
4,Bias,584,2018-04-15 11:08:39,404050,864050,5.316035083544534
4,Bias,925,2013-04-12 10:53:46,511050,294050,23.73688280108246
4,Bias,1087,2021-04-18 10:51:39,519050,294050,-3.1921650936820356
4,Bias,1089,2021-04-18 10:51:39,519050,304050,-3.172118935733124
4,Bias,1851,2015-04-05 11:21:04,335050,834050,4.247110967344213
4,Bias,2464,2019-04-20 10:57:36,566050,294050,-3.739623241520462
4,Bias,2467,2019-04-20 10:57:36,569050,304050,-4.000936911245958
4,Bias,2468,2019-04-20 10:57:36,570050,314050,-5.1467450772551615
4,Bias,2471,2019-04-20 10:57:36,574050,324050,-5.000556610546653
4,Bias,2529,2020-04-22 10:57:43,574050,316050,-3.2530744805749237
4,Bias,2583,2021-04-18 10:51:39,569050,313050,-4.772939869495019
4,Bias,2730,2015-04-23 11:09:05,337050,678050,5.458008697289415
4,Bias,2814,2021-04-23 11:09:21,326050,677050,6.204825456775666
4,Bias,2995,2019-04-18 11:09:10,419050,549050,4.091399346531546
4,Bias,3117,2022-04-10 11:09:33,406050,535050,9.74185947491543
4,Bias,3141,2015-04-07 11:09:31,319050,392050,4.190005691033093
4,Bias,3143,2015-04-23 11:09:29,319050,404050,3.7428552729243165
4,Bias,3147,2016-04-25 11:09:39,317050,404050,3.34578708952381
4,Bias,3192,2021-04-23 11:09:45,336050,385050,4.163351599182306
4,Bias,3193,2021-04-23 11:09:45,319050,392050,6.885138827234641
4,Bias,3194,2021-04-23 11:09:45,319050,402050,6.788833273572095
4,Bias,3197,2022-04-18 11:09:56,312050,389050,4.135433789194735
4,Bias,3198,2022-04-18 11:09:56,323050,394050,3.2916117394987623
4,Bias,3630,2015-04-05 11:21:04,295050,744050,3.6149007470571632
4,Bias,3739,2021-04-21 11:21:20,299050,744050,3.688280234800743
4,Bias,4062,2022-04-01 11:15:15,287050,708050,3.427329761354372
4,Bias,4063,2022-04-01 11:15:15,297050,710050,3.3247753898457404
4,Bias,4135,2016-04-11 10:57:47,481050,377050,7.442331495257633
4,Bias,4136,2016-04-11 10:57:47,479050,387050,5.7390083058991195
4,Bias,4137,2016-04-11 10:57:47,481050,399050,6.182211891545421
4,Bias,4421,2019-04-20 10:57:36,479050,278050,3.315748572070788
4,Bias,4711,2021-04-23 11:10:33,229050,114050,3.411037135918491
4,Bias,4712,2021-04-23 11:10:33,239050,114050,3.479614102794585
4,Bias,4715,2021-04-23 11:10:33,231050,124050,4.239402819873931
4,Bias,4791,2015-04-05 11:21:04,229050,820050,-5.233508096743378
4,Bias,4795,2015-04-05 11:21:04,251050,844050,3.5825958152810813
4,Bias,5271,2019-04-09 11:15:01,359050,824050,4.071027549634948
4,Bias,5272,2019-04-09 11:15:01,373050,831050,4.91505776920792
4,Bias,5273,2019-04-09 11:15:01,357050,834050,4.134353502440376
4,Bias,5274,2019-04-09 11:15:01,367050,841050,4.09074421797402
4,Bias,5275,2019-04-09 11:15:01,377050,841050,4.678562845110662
4,Bias,5276,2019-04-09 11:15:01,349050,844050,3.359755308790625
4,Bias,5547,2021-04-23 11:10:33,243050,224050,3.2922845975916175
4,Bias,5620,2022-04-01 11:15:39,270050,678050,3.9499293429218483
4,Bias,5688,2017-04-28 11:09:02,375050,673050,3.669473928231753
4,Bias,5697,2018-04-15 11:09:03,377050,672050,5.877762285379049
4,Bias,5747,2021-04-14 11:15:37,372050,676050,3.868154248809276
4,Bias,5748,2021-04-14 11:15:37,361050,683050,4.028072214742394
4,Bias,5753,2021-04-23 11:09:21,372050,676050,4.944727872072178
4,Bias,5807,2016-04-25 11:09:39,324050,414050,3.5361046189852914
4,Bias,5831,2021-04-23 11:09:45,324050,424050,5.580225028647874
4,Bias,5832,2021-04-23 11:09:45,324050,441050,4.496384822791583
4,Bias,6215,2021-04-23 11:09:21,371050,614050,-3.1347031296405703
4,Bias,6489,2016-04-11 10:57:23,479050,426050,4.824303800043197
4,Bias,6996,2021-04-23 11:09:21,359050,574050,3.3677631460687394
4,Bias,7069,2021-04-23 11:10:09,285050,354050,4.889888581697505
4,Bias,7070,2021-04-23 11:10:09,277050,364050,5.804130821151944
4,Bias,7092,2015-04-05 11:21:04,209050,877050,-3.107668195063866
4,Variance,925,2013-04-12 10:53:46,511050,294050,24.65040536377476
4,Variance,1025,2019-04-20 10:57:36,511050,304050,10.326127811770956
4,Variance,1026,2019-04-20 10:57:36,521050,304050,9.408350227508855
4,Variance,1027,2019-04-20 10:57:36,509050,321050,9.993173677579513
4,Variance,1057,2020-04-15 10:51:35,512050,304050,9.338252161397646
4,Variance,1087,2021-04-18 10:51:39,519050,294050,11.502077030515773
4,Variance,1088,2021-04-18 10:51:39,509050,304050,10.515065986725983
4,Variance,1089,2021-04-18 10:51:39,519050,304050,11.416628244397957
4,Variance,1090,2021-04-18 10:51:39,509050,314050,12.462042670667067
4,Variance,1091,2021-04-18 10:51:39,509050,324050,11.491746842971759
4,Variance,1999,2019-04-20 10:57:36,469050,334050,10.453326452186545
4,Variance,2003,2019-04-20 10:57:36,469050,344050,10.452893004647223
4,Variance,2006,2019-04-20 10:57:36,499050,353050,11.601319967132001
4,Variance,2007,2019-04-20 10:57:36,482050,354050,9.931716469610288
4,Variance,2009,2019-04-20 10:57:36,479050,364050,14.153704395004185
4,Variance,2463,2019-04-20 10:57:36,551050,294050,13.145501660114867
4,Variance,2464,2019-04-20 10:57:36,566050,294050,11.285660054045232
4,Variance,2465,2019-04-20 10:57:36,549050,304050,11.479078827718567
4,Variance,2466,2019-04-20 10:57:36,559050,304050,12.397872510503921
4,Variance,2467,2019-04-20 10:57:36,569050,304050,10.293711897112429
4,Variance,2468,2019-04-20 10:57:36,570050,314050,10.45961057518107
4,Variance,2515,2020-04-15 10:51:35,551050,294050,11.247331708938901
4,Variance,2517,2020-04-15 10:51:35,577050,294050,10.930002446090617
4,Variance,2519,2020-04-15 10:51:35,561050,304050,9.735700373441304
4,Variance,2520,2020-04-15 10:51:35,564050,314050,10.021007223471472
4,Variance,2521,2020-04-15 10:51:35,574050,316050,9.79306331904312
4,Variance,2522,2020-04-15 10:51:35,549050,324050,11.451178611540632
4,Variance,2580,2021-04-18 10:51:39,560050,300050,9.501434373333323
4,Variance,2629,2022-04-20 10:57:57,559050,294050,9.346701295667284
4,Variance,2635,2022-04-21 10:51:48,553050,294050,9.54119850370601
4,Variance,2638,2022-04-21 10:51:48,556050,304050,9.136751381062437
4,Variance,2642,2022-04-21 10:51:48,557050,324050,13.772034098497368
4,Variance,2730,2015-04-23 11:09:05,337050,678050,14.060454279683793
4,Variance,3142,2015-04-23 11:09:29,319050,384050,10.679113787171072
4,Variance,3891,2015-04-21 11:21:04,296050,714050,9.304127435557634
4,Variance,4137,2016-04-11 10:57:47,481050,399050,9.428470598216228
4,Variance,4220,2019-04-20 10:57:36,483050,374050,9.888413631029556
4,Variance,4221,2019-04-20 10:57:36,493050,374050,10.393161917510632
4,Variance,4222,2019-04-20 10:57:36,486050,384050,10.441717500716821
4,Variance,4223,2019-04-20 10:57:36,496050,384050,9.455336384722303
4,Variance,4224,2019-04-20 10:57:36,489050,394050,13.170988367210267
4,Variance,4225,2019-04-20 10:57:36,499050,394050,10.975202040357246
4,Variance,4226,2019-04-20 10:57:36,496050,404050,10.871767490794532
4,Variance,5609,2021-04-14 11:15:37,293050,675050,9.458617295298243
4,Variance,5749,2021-04-23 11:09:21,379050,654050,9.167581594673756
4,Variance,5752,2021-04-23 11:09:21,379050,666050,10.76737095166939
4,Variance,5805,2015-04-23 11:09:29,329050,419050,11.030770782017393
4,Variance,5831,2021-04-23 11:09:45,324050,424050,16.3158860002634
4,Variance,5832,2021-04-23 11:09:45,324050,441050,9.68239605760666
4,Variance,6215,2021-04-23 11:09:21,371050,614050,9.760222624753021
4,Variance,6216,2021-04-23 11:09:21,365050,624050,14.208779815282433
4,Variance,6218,2021-04-23 11:09:21,359050,634050,11.156649783146056
4,Variance,6219,2021-04-23 11:09:21,369050,634050,9.223690161046756
4,Variance,6220,2021-04-23 11:09:21,379050,634050,9.71190231688066
4,Variance,6519,2019-04-20 10:57:12,479050,431050,17.161461145156313
4,Variance,6520,2019-04-20 10:57:12,489050,435050,10.234293322875406
4,Variance,6521,2019-04-20 10:57:12,499050,439050,15.627074688472183
4,Variance,6723,2020-04-15 10:51:35,601050,264050,9.56967217054939
4,Variance,6726,2020-04-15 10:51:35,607050,283050,10.18380908515545
4,Variance,6727,2020-04-15 10:51:35,592050,284050,10.042853093013662
5,RMSE,67,2017-05-03 11:26:45,239050,874050,8.024057955210235
5,RMSE,68,2017-05-03 11:26:45,249050,874050,6.059649907313551
5,RMSE,69,2017-05-03 11:26:45,259050,874050,5.557162031801392
5,RMSE,70,2017-05-03 11:26:45,229050,884050,6.385424113168588
5,RMSE,71,2017-05-03 11:26:45,239050,884050,8.880687172334714
5,RMSE,206,2018-05-17 11:09:31,333050,334050,6.168473787234717
5,RMSE,1066,2020-05-17 10:51:25,528050,320050,5.583033087320997
5,RMSE,1114,2022-05-06 10:57:52,514050,304050,6.351834506013281
5,RMSE,1115,2022-05-06 10:57:52,524050,304050,7.721807733097635
5,RMSE,2223,2013-05-05 10:59:59,568050,294050,5.681701255539061
5,RMSE,2225,2013-05-05 10:59:59,575050,316050,6.405843843336318
5,RMSE,2392,2018-05-03 10:57:19,568050,314050,5.814885370574248
5,RMSE,2482,2019-05-15 10:51:34,575050,324050,5.523934136474755
5,RMSE,2643,2022-05-06 10:57:52,549050,321050,7.604511519758519
5,RMSE,2802,2020-05-29 11:15:23,332050,674050,6.143339648688013
5,RMSE,4788,2014-05-20 11:21:12,247050,834050,7.0049008833648525
5,RMSE,4789,2014-05-20 11:21:12,257050,836050,5.577913678812967
5,RMSE,4800,2016-05-09 11:21:16,249050,827050,5.589429074034352
5,RMSE,4802,2016-05-09 11:21:16,252050,837050,5.5190742488405045
5,RMSE,5241,2018-05-24 11:14:25,372050,834050,6.793881954572739
5,RMSE,5698,2018-05-17 11:08:43,364050,677050,5.493340090814211
5,RMSE,5699,2018-05-24 11:14:49,359050,664050,7.573846661359189
5,RMSE,6024,2019-05-13 11:03:30,368050,504050,5.578033780039234
5,RMSE,6330,2019-05-13 11:04:18,319050,114050,5.619919513147984
5,RMSE,8099,2014-05-17 10:51:55,526050,222050,6.1993325724958455
5,Bias,66,2017-05-03 11:26:45,229050,874050,4.64457473909323
5,Bias,67,2017-05-03 11:26:45,239050,874050,7.909257314479646
5,Bias,68,2017-05-03 11:26:45,249050,874050,5.798066146124711
5,Bias,69,2017-05-03 11:26:45,259050,874050,5.250880490190184
5,Bias,70,2017-05-03 11:26:45,229050,884050,6.1973245687723875
5,Bias,71,2017-05-03 11:26:45,239050,884050,8.705393337904127
5,Bias,72,2017-05-03 11:26:45,259050,884050,4.712595331047737
5,Bias,206,2018-05-17 11:09:31,333050,334050,5.593888295007105
5,Bias,1066,2020-05-17 10:51:25,528050,320050,-4.830672066757074
5,Bias,1114,2022-05-06 10:57:52,514050,304050,5.635456177405786
5,Bias,1115,2022-05-06 10:57:52,524050,304050,6.942997930494641
5,Bias,2223,2013-05-05 10:59:59,568050,294050,-4.6642222729806235
5,Bias,2225,2013-05-05 10:59:59,575050,316050,-5.648139278368205
5,Bias,2391,2018-05-03 10:57:19,574050,304050,4.9587975213167965
5,Bias,2392,2018-05-03 10:57:19,568050,314050,5.591117139155244
5,Bias,2643,2022-05-06 10:57:52,549050,321050,7.145208795477117
5,Bias,2802,2020-05-29 11:15:23,332050,674050,5.145802299653155
5,Bias,4788,2014-05-20 11:21:12,247050,834050,6.795256057947711
5,Bias,4789,2014-05-20 11:21:12,257050,836050,5.328498600144314
5,Bias,4800,2016-05-09 11:21:16,249050,827050,4.938993104899282
5,Bias,4802,2016-05-09 11:21:16,252050,837050,5.1305986658341
5,Bias,5241,2018-05-24 11:14:25,372050,834050,-6.3429010631059555
5,Bias,5698,2018-05-17 11:08:43,364050,677050,4.974005672756903
5,Bias,5699,2018-05-24 11:14:49,359050,664050,-7.027557981054599
5,Bias,5736,2020-05-06 11:09:09,375050,674050,5.219163943381375
5,Bias,6024,2019-05-13 11:03:30,368050,504050,-5.26769211658592
5,Bias,6330,2019-05-13 11:04:18,319050,114050,5.258301641907963
5,Bias,7106,2017-05-03 11:26:45,209050,854050,4.850210706354744
5,Bias,8099,2014-05-17 10:51:55,526050,222050,5.107494829998927
5,Bias,8100,2014-05-17 10:51:55,536050,230050,4.670542381888936
5,Variance,980,2018-05-19 10:57:08,519050,294050,15.048606474935804
5,Variance,981,2018-05-19 10:57:08,511050,304050,18.123874217923575
5,Variance,982,2018-05-19 10:57:08,521050,304050,19.468364648996108
5,Variance,983,2018-05-19 10:57:08,528050,318050,16.613369229084313
5,Variance,984,2018-05-19 10:57:08,509050,321050,15.72271241188359
5,Variance,1029,2019-05-15 10:51:34,512050,304050,18.29554181791257
5,Variance,1031,2019-05-15 10:51:34,512050,314050,17.711355655307724
5,Variance,1032,2019-05-15 10:51:34,527050,314050,14.790524857913628
5,Variance,1950,2018-05-19 10:57:08,497050,334050,14.889429154522414
5,Variance,1952,2018-05-19 10:57:08,488050,344050,14.970293939154033
5,Variance,1953,2018-05-19 10:57:08,498050,344050,18.254898361029557
5,Variance,1955,2018-05-19 10:57:08,495050,354050,20.512020928293325
5,Variance,1956,2018-05-19 10:57:08,479050,364050,16.29996611764391
5,Variance,2269,2014-05-17 10:51:31,559050,314050,14.391521237191657
5,Variance,2272,2014-05-17 10:51:31,549050,320050,14.317370935698065
5,Variance,2393,2018-05-19 10:57:08,551050,294050,21.169167749981494
5,Variance,2394,2018-05-19 10:57:08,566050,294050,17.538140842986127
5,Variance,2395,2018-05-19 10:57:08,549050,304050,17.234942561828777
5,Variance,2396,2018-05-19 10:57:08,559050,304050,14.946591393129562
5,Variance,2397,2018-05-19 10:57:08,569050,304050,14.949519477036631
5,Variance,2399,2018-05-19 10:57:08,549050,321050,14.954316313214239
5,Variance,2472,2019-05-15 10:51:34,551050,294050,17.291684908414222
5,Variance,2479,2019-05-15 10:51:34,570050,314050,13.771552421974947
5,Variance,4175,2018-05-19 10:57:08,498050,374050,15.791642707278411
5,Variance,4177,2018-05-19 10:57:08,498050,384050,14.602005213579503
5,Variance,4178,2018-05-19 10:57:08,481050,394050,15.368214656357637
5,Variance,4179,2018-05-19 10:57:08,491050,394050,17.621829105595086
5,Variance,6501,2018-05-19 10:56:44,485050,414050,17.76920317886731
5,Variance,6502,2018-05-19 10:56:44,479050,431050,16.883681788281013
5,Variance,6503,2018-05-19 10:56:44,489050,433050,17.196523769255197
5,Variance,6675,2018-05-28 10:50:50,619050,263050,16.177931266353525
5,Variance,6680,2018-05-28 10:50:50,589050,274050,15.055252677810541
5,Variance,6685,2018-05-28 10:50:50,599050,284050,16.198025555095278
5,Variance,6717,2019-05-15 10:51:34,599050,279050,14.300263053649035
6,RMSE,101,2020-06-12 11:27:06,237050,881050,5.026017524537112
6,RMSE,440,2018-06-25 11:14:31,279050,794050,4.674825087500083
6,RMSE,442,2018-06-25 11:14:31,269050,804050,5.16752823614071
6,RMSE,599,2021-06-01 11:14:52,389050,854050,4.732345137085924
6,RMSE,690,2016-06-05 11:04:26,290050,237050,4.69023819833841
6,RMSE,1445,2022-06-22 11:04:58,359050,94050,5.059885721219017
6,RMSE,1721,2020-06-02 10:51:54,475050,134050,4.816793618437557
6,RMSE,1722,2020-06-02 10:51:54,495050,136050,5.193864852406111
6,RMSE,1856,2016-06-26 11:21:30,321050,814050,5.701377759668114
6,RMSE,1922,2015-06-12 10:57:26,499050,334050,4.804433961453848
6,RMSE,2051,2020-06-25 10:57:54,499050,334050,4.863515031794513
6,RMSE,2085,2022-06-07 10:57:42,488050,335050,5.4731907222746425
6,RMSE,2403,2018-06-29 10:51:02,576050,294050,4.662208574203748
6,RMSE,2769,2018-06-25 11:14:55,326050,674050,5.185552733322167
6,RMSE,3156,2017-06-15 11:09:50,333050,394050,5.257482651838073
6,RMSE,3199,2022-06-21 11:09:55,324050,374050,5.532986254288406
6,RMSE,3915,2016-06-03 11:15:35,283050,702050,4.970505887925103
6,RMSE,4892,2015-06-05 10:51:34,550050,149050,4.860893789764353
6,RMSE,5413,2015-06-12 10:57:02,459050,436050,4.640031532607256
6,RMSE,5758,2021-06-10 11:09:33,372050,669050,6.619924626569798
6,RMSE,6159,2013-06-04 11:11:47,362050,624050,5.238156607912049
6,RMSE,6233,2013-06-29 11:06:43,322050,123050,6.006382961306274
6,RMSE,6254,2015-06-19 11:04:03,337050,112050,4.67888745152626
6,RMSE,6573,2022-06-23 10:57:37,479050,431050,5.830146048760134
6,RMSE,6694,2018-06-29 10:51:02,589050,274050,4.930168981708096
6,RMSE,6776,2022-06-16 10:51:37,602050,270050,5.660263010391148
6,RMSE,7129,2022-06-02 11:27:30,189050,883050,5.261273799238027
6,RMSE,7258,2020-06-25 10:57:54,436050,254050,4.646459604414045
6,RMSE,7419,2018-06-27 11:03:46,269050,94050,4.993590816322932
6,RMSE,7421,2018-06-27 11:03:46,269050,104050,6.07770682687868
6,RMSE,7422,2018-06-27 11:03:46,269050,114050,5.310381010431796
6,RMSE,7424,2018-06-27 11:03:46,269050,124050,4.743253846848356
6,RMSE,7554,2022-06-22 11:04:58,299050,94050,4.715534320486587
6,RMSE,8016,2020-06-02 10:51:54,519050,154050,4.71685105892015
6,RMSE,8209,2020-06-25 10:57:54,529050,224050,5.177760709567856
6,RMSE,8212,2020-06-25 10:57:54,534050,234050,4.891734550449099
6,Bias,101,2020-06-12 11:27:06,237050,881050,4.7048467861209815
6,Bias,442,2018-06-25 11:14:31,269050,804050,-4.857098609712693
6,Bias,599,2021-06-01 11:14:52,389050,854050,-4.4336848753087
6,Bias,690,2016-06-05 11:04:26,290050,237050,-4.4593969813321905
6,Bias,1445,2022-06-22 11:04:58,359050,94050,-4.567837839979688
6,Bias,1722,2020-06-02 10:51:54,495050,136050,3.4175589926847465
6,Bias,1856,2016-06-26 11:21:30,321050,814050,-5.548151766337526
6,Bias,1922,2015-06-12 10:57:26,499050,334050,4.176871042617961
6,Bias,2085,2022-06-07 10:57:42,488050,335050,5.033611693840726
6,Bias,2769,2018-06-25 11:14:55,326050,674050,4.294348843271337
6,Bias,2770,2018-06-25 11:14:55,336050,676050,4.082514114680407
6,Bias,2841,2022-06-04 11:15:57,314050,678050,3.4628430429234527
6,Bias,3156,2017-06-15 11:09:50,333050,394050,-4.713871724275293
6,Bias,3199,2022-06-21 11:09:55,324050,374050,3.888721622653975
6,Bias,3986,2019-06-28 11:15:24,287050,696050,3.8861896919977994
6,Bias,4547,2015-06-10 11:09:46,229050,358050,3.577783586968735
6,Bias,4892,2015-06-05 10:51:34,550050,149050,-4.481256461283806
6,Bias,5413,2015-06-12 10:57:02,459050,436050,3.707481315753796
6,Bias,5717,2019-06-28 11:15:48,379050,667050,3.7941165877135177
6,Bias,5758,2021-06-10 11:09:33,372050,669050,6.264448254849469
6,Bias,6233,2013-06-29 11:06:43,322050,123050,5.600220741146359
6,Bias,6573,2022-06-23 10:57:37,479050,431050,-4.740771447689269
6,Bias,6776,2022-06-16 10:51:37,602050,270050,4.828151460386664
6,Bias,7129,2022-06-02 11:27:30,189050,883050,4.957013677356201
6,Bias,7419,2018-06-27 11:03:46,269050,94050,-4.459953448953058
6,Bias,7421,2018-06-27 11:03:46,269050,104050,-5.717432277058435
6,Bias,7422,2018-06-27 11:03:46,269050,114050,-4.927771687068969
6,Bias,8016,2020-06-02 10:51:54,519050,154050,3.7198576619164783
6,Bias,8209,2020-06-25 10:57:54,529050,224050,-4.473937580453594
6,Variance,402,2022-06-21 11:10:18,373050,334050,11.080175892894887
6,Variance,1070,2020-06-25 10:57:54,519050,304050,11.973172543123221
6,Variance,1598,2017-06-26 10:52:09,491050,143050,11.111673642684805
6,Variance,1721,2020-06-02 10:51:54,475050,134050,14.80820792337085
6,Variance,1722,2020-06-02 10:51:54,495050,136050,15.29645171544759
6,Variance,1725,2020-06-02 10:51:54,477050,156050,11.562047910146292
